uid,Map_changes,Reverted_changes,restored_map_edits,nodes_Created,nodes_Modified,nodes_Deleted,Ways_Created,Ways_Modified,Ways_Deleted,Relations_Deleted,Median_length,Registered_timeStamp,average_year,efficient_year,acc,class,weekday,weekend
5017860,12230,0,4,10252,491,144,922,403,13,0,2,1482537600,3,0.714285714,0.913643499,1,75,52
5142157,3,0,0,1,1,0,0,1,0,0,0,1484611200,0.142857143,0.142857143,0.961952668,2,1,0
5152867,418,0,0,331,2,0,69,16,0,0,17,1484784000,0.714285714,0.285714286,0.806537589,1,20,0
5199641,1591589,1648,2553,386249,97531,743316,73006,226031,48439,361,67,1485388800,198,1,0.889501889,1,7660,1979
5316306,18,0,0,4,2,9,1,0,2,0,12,1487030400,0.142857143,0.142857143,0.945025443,1,3,0
5333160,11,0,0,5,2,1,2,1,0,0,0,1487289600,0.142857143,0.142857143,0.917219537,1,1,0
5475695,306,0,0,170,46,16,40,32,2,0,6,1489363200,0.571428571,0.428571429,0.930461956,1,25,0
5577080,273,0,0,199,12,3,26,32,0,0,4,1490745600,1.285714286,0.428571429,0.91095148,1,9,3
5683693,110,0,0,63,3,11,19,7,4,1,3,1492387200,0.571428571,0.142857143,0.905326447,1,17,0
5702803,2455,2,1,886,297,810,116,244,66,0,10,1492646400,0.571428571,0.428571429,0.798768153,1,18,1
5712577,5950,117,0,4088,504,694,419,140,17,7,4,1492819200,9.285714286,0.428571429,0.953723471,2,62,88
5727495,50,0,0,41,0,0,5,4,0,0,6,1493078400,0.285714286,0.142857143,0.882057331,1,5,0
5769897,114,0,0,78,14,7,6,9,0,0,13,1493683200,0.285714286,0.142857143,0.919312349,1,6,0
5779313,18,0,0,11,3,0,3,1,0,0,5,1493856000,0.142857143,0.142857143,0.888117183,1,3,0
5779436,373,0,0,257,49,16,46,2,3,0,0,1493856000,0.142857143,0.142857143,0.918947279,1,1,0
5828909,17998,4,0,13593,1041,1354,1001,893,98,3,44,1494288000,2.714285714,0.428571429,0.937620313,1,562,54
5832228,21,0,0,5,9,3,1,2,1,0,0,1494288000,0.142857143,0.142857143,0.934506846,1,2,0
5951885,1689,0,0,1449,2,1,209,26,0,0,58,1494892800,0.285714286,0.285714286,0.905937673,1,21,0
6058083,15,0,0,13,0,0,2,0,0,0,0,1495497600,0.285714286,0.142857143,0.888874721,1,2,0
6062216,48,0,0,33,4,2,2,7,0,0,13,1495584000,0.571428571,0.142857143,0.957145708,2,18,0
6116235,75,0,0,57,6,1,8,3,0,0,15,1496448000,0.142857143,0.142857143,0.965771412,2,6,0
6144337,32,0,0,31,0,0,1,0,0,0,0,1496966400,0.142857143,0.142857143,0.968226028,2,1,0
6170177,77,0,0,53,4,0,11,9,0,0,32,1497484800,0.285714286,0.142857143,0.947049335,1,4,0
6176902,2,0,0,1,0,0,0,1,0,0,0,1497571200,0.142857143,0.142857143,0.953491914,2,2,0
6205621,13,0,0,12,0,0,1,0,0,0,0,1498089600,0.142857143,0.142857143,0.933260848,1,1,0
6464312,86,0,0,48,6,17,8,4,3,0,5,1502409600,0.166666667,0.166666667,0.920289338,1,14,0
6486491,45,0,0,28,8,1,2,6,0,0,10,1502755200,0.166666667,0.166666667,0.809604261,1,3,0
6575871,398,1,0,246,12,4,59,73,4,0,10,1504137600,0.833333333,0.333333333,0.905621123,1,41,9
6589296,43063,1423,0,30771,1393,6164,3735,780,200,1,22,1504310400,9,0.666666667,0.393979129,0,210,31
6629458,1582,1,0,1145,179,105,105,39,8,0,3,1505001600,0.833333333,0.333333333,0.80719014,1,15,1
6693328,16837,0,0,13329,609,208,2445,224,17,0,5,1506038400,4.666666667,0.833333333,0.92126577,1,80,18
6850886,40,0,0,0,0,0,0,40,0,0,16.5,1508803200,0.333333333,0.166666667,0.831521746,1,3,1
6951198,3,0,0,0,0,0,0,3,0,0,0,1510099200,0.166666667,0.166666667,0.911305998,1,2,0
6999144,8668,0,0,5558,994,671,1106,267,66,0,35,1510790400,2.833333333,0.333333333,0.95213176,2,28,1
7021062,662,1,0,13,1,200,37,379,30,0,36,1511049600,2.5,0.666666667,0.91722165,1,67,32
7066457,1280,6,0,23,103,33,0,1121,0,0,22,1511568000,2.166666667,0.5,0.944088655,1,64,44
7351428,10,0,0,8,0,0,1,1,0,0,0,1514160000,0.166666667,0.166666667,0.885382128,1,1,0
7672962,233,0,0,185,0,0,41,7,0,0,0,1519603200,0.166666667,0.166666667,0.936425659,1,2,0
8026110,756,0,0,622,8,20,78,27,0,0,5,1522627200,0.5,0.333333333,0.913703555,1,6,0
8066315,26,0,0,23,0,0,3,0,0,0,0,1522800000,0.166666667,0.166666667,0.950952789,2,1,0
8348804,720,0,0,482,15,139,59,8,17,0,10,1527638400,0.833333333,0.333333333,0.87662046,1,8,0
8460217,687,0,0,569,13,1,77,27,0,0,11,1529798400,1,0.5,0.899077381,1,6,3
8622729,18984,8,7,11037,2427,418,2558,2389,47,2,20,1532995200,17.83333333,1,0.838071611,1,323,82
8673606,6,0,0,5,0,0,1,0,0,0,0,1533945600,0.2,0.2,0.81880419,1,0,1
8770388,23252,15,56,5133,4403,786,889,11387,103,3,23,1535846400,212.6,1,0.94876488,1,4744,2775
8973748,2,0,0,0,0,0,0,2,0,0,0,1539907200,0.2,0.2,0.863883558,1,2,0
8991638,16813,2,3,9448,2378,303,2588,2027,58,0,15,1540252800,16,0.6,0.957754959,2,111,127
9173974,25034,870,7,9284,651,11851,1250,1456,339,18,4,1543536000,6.4,0.6,0.947560683,1,84,30
9330285,71,0,0,41,14,0,8,8,0,0,17,1546646400,0.4,0.2,0.814203421,1,0,3
9465758,32,0,0,31,0,0,1,0,0,0,0,1550793600,0.2,0.2,0.889012389,1,1,0
9484754,23,0,0,19,0,0,4,0,0,0,8,1551312000,0.4,0.2,0.914854951,1,3,0
9516118,7428,0,0,4411,1604,237,645,486,33,0,4,1552176000,17.2,0.8,0.941588531,1,185,75
9518624,2,0,0,1,0,0,0,1,0,0,0,1552262400,0.2,0.2,0.900541122,1,1,0
10115063,173,0,0,155,0,0,17,1,0,0,88,1561593600,0.2,0.2,0.940964755,1,7,0
10127961,3013,1,0,2788,28,4,174,19,0,0,45,1562112000,1.2,0.4,0.877776461,1,6,2
10254937,7016,111,8,784,10,1,2030,2115,0,0,14,1566864000,3.5,0.25,0.965043888,2,1064,0
10338839,475,0,0,312,24,7,91,38,2,0,7,1569801600,1.5,0.75,0.933425857,1,13,2
10371571,34634,34,20,17386,6840,2731,2980,3652,427,29,21,1570752000,26.5,1,0.969068906,2,282,107
10444379,5286,5,2,3150,402,152,601,723,79,1,5,1573084800,13,1,0.889682991,1,168,53
10529314,24866,53,87,15406,2689,550,2889,3183,100,2,80,1575504000,15,0.5,0.918373009,1,3153,1022
10645539,4614,0,1,2711,1342,311,45,153,42,0,43,1578700800,1.75,0.25,0.9454366,1,9,9
10856251,158,0,0,121,5,0,24,8,0,0,0,1583280000,0.25,0.25,0.813792713,1,2,0
10899317,7845,0,1,1594,2193,159,156,3651,19,0,18,1584144000,21.75,1,0.918329863,1,141,991
10904111,22553,197,324,5708,1934,645,4027,7109,185,57,39,1584316800,63.75,0.75,0.980851239,2,5124,46
10907003,5,0,0,4,0,0,1,0,0,0,0,1584403200,0.25,0.25,0.822012912,1,1,0
10907362,3,0,0,1,0,0,0,2,0,0,0,1584403200,0.25,0.25,0.941191947,1,1,0
11159396,14,0,0,8,1,1,1,3,0,0,0,1589155200,0.5,0.5,0.486437792,0,1,1
11370304,2900,13,2,1748,221,98,231,483,6,0,15,1592524800,5.75,0.5,0.876047192,1,26,14
11558572,28372,0,1,20094,1556,421,3402,2829,48,0,19,1595808000,15.25,0.25,0.853834052,1,1862,0
11604880,451,2,0,187,51,16,75,109,7,0,4.5,1596585600,3.333333333,0.666666667,0.791505962,1,10,2
11759457,47169,6,0,37630,1682,523,4276,3019,30,2,19,1599177600,26,0.666666667,0.928449655,1,2570,0
11836700,8,0,0,5,0,0,1,2,0,0,0,1600387200,0.333333333,0.333333333,0.812061516,1,1,0
11983548,8765,3,2,3454,1503,293,542,2762,35,1,29.5,1602547200,29,1,0.828581137,1,708,326
11997660,5,0,0,4,0,0,1,0,0,0,0,1602806400,0.333333333,0.333333333,0.830699568,1,1,0
12014332,552,0,0,475,3,0,71,3,0,0,4,1603065600,0.666666667,0.333333333,0.900472346,1,7,0
12075773,16,0,0,4,9,1,1,1,0,0,0,1603929600,0.333333333,0.333333333,0.872896983,1,2,0
12138932,6403,3,10,1979,980,563,720,2075,43,0,32,1604793600,76.33333333,1,0.965385322,2,408,78
12280879,819,0,0,173,48,35,109,431,18,0,27,1606953600,8.333333333,1,0.973060364,2,188,19
12963857,25,0,0,17,0,0,5,3,0,0,6,1617148800,0.333333333,0.333333333,0.939010448,1,4,0
13186756,6122,36,45,1155,2169,999,63,1632,70,1,29,1619481600,52.66666667,1,0.884330431,1,1128,16
13193532,43194,23,41,19737,9367,2838,3199,7190,520,3,19,1619568000,196,1,0.941145042,1,3161,883
13391003,24100,255,0,3546,2154,393,653,16953,24,0,24,1621641600,69.33333333,1,0.894925391,1,1695,945
13447864,35866,1,0,22267,5957,1727,2986,3720,229,2,24.5,1622419200,8.666666667,1,0.979051549,2,342,66
13470049,48,1,0,27,2,0,5,13,0,0,2,1622592000,0.666666667,0.333333333,0.758987788,1,9,0
13520206,2,0,0,0,0,0,0,1,0,0,0,1623196800,0.333333333,0.333333333,0.94907565,1,1,0
13577653,1488,1,0,1268,22,30,146,16,3,0,42,1623888000,2.333333333,0.333333333,0.939183919,1,4,3
13682985,3,0,0,0,0,0,0,3,0,0,4,1625184000,0.333333333,0.333333333,0.895371581,1,3,0
13790098,135935,156,6,108822,16566,3098,3807,3191,218,2,4,1626739200,48.33333333,1,0.921395652,1,341,130
14237125,7,0,0,0,0,0,0,7,0,0,24.5,1633392000,0.5,0.5,0.929419993,1,0,4
14268768,211,0,0,35,34,5,3,131,1,0,22,1633824000,8.5,1,0.931849572,1,65,25
14358894,188518,9,8,148036,4284,11185,19447,4166,1254,17,8,1635292800,146.5,1,0.873929371,1,1071,303
14428191,1,0,0,0,0,0,0,1,0,0,0,1636416000,0.5,0.5,0.850063519,1,1,0
14512473,1505,0,3,288,317,105,219,515,24,0,16,1637712000,49,1,0.892952733,1,409,0
14781576,9,0,0,8,0,0,1,0,0,0,0,1641340800,0.5,0.5,0.907453924,1,1,0
14857132,101,0,0,54,26,0,9,11,0,0,7.5,1642204800,1.5,0.5,0.867834488,1,5,1
14879175,141,0,0,48,6,41,23,11,12,0,4,1642464000,2.5,0.5,0.798146089,1,7,0
14887201,3130,1,2,1259,339,888,79,420,144,0,17,1642550400,11,1,0.808096059,1,185,6
15129055,279,0,0,152,50,4,22,37,1,0,19,1645315200,28.5,1,0.936159099,1,81,30
15134051,86,0,0,51,12,8,11,3,1,0,0,1645401600,0.5,0.5,0.731868487,1,2,0
15648224,14594,335,205,3032,413,10442,197,245,166,0,16,1650499200,14,1,0.941767631,1,69,60
15820150,686,1,0,488,2,97,80,18,1,0,45,1651536000,2.5,0.5,0.81485951,1,6,1
16210599,276,0,0,156,38,41,20,18,3,0,22,1654473600,0.5,0.5,0.812901796,1,0,9
16379655,24585,2,5,14259,1155,745,3018,5191,184,1,31,1656201600,27,1,0.931294766,1,234,138
16405074,957,1,0,145,228,15,29,528,2,0,30,1656460800,13,1,0.95591625,2,248,37
16526866,3883,0,0,2164,57,4,0,1658,0,0,23,1657584000,4,0.5,0.822235569,1,144,8
16782671,26755,45,167,7743,12006,642,1194,5110,49,0,56,1659916800,314,1,0.942710645,1,2806,60
16910555,1719,0,0,1259,6,87,18,341,8,0,32,1661212800,8,1,0.978231234,2,14,11
17321024,1398,1,0,116,353,19,20,860,1,0,30,1664841600,23,1,0.934140122,1,186,145
17754203,3401,0,0,2201,132,13,404,596,2,0,23,1669075200,140,1,0.971645376,2,439,0
17768124,652,246,18,39,2,53,1,540,17,0,34,1669161600,17,1,0.660079244,0,20,8
18065607,154442,8,291,83475,31830,6764,14712,16275,685,19,38,1671753600,236,1,0.90780352,1,782,244
18798311,2917,0,0,2117,383,102,197,107,11,0,13,1679788800,1,1,0.877711203,1,0,5
19112382,19820,7,457,446,206,16981,55,310,1601,192,8,1682812800,64,1,0.942906936,1,88,20
19260848,18610,1,7,2293,2123,539,768,11552,124,11,28,1684022400,309,1,0.871231899,1,2199,1708
19360391,5559,0,0,0,16,0,0,5533,0,0,66.5,1684800000,2,1,0.942392614,1,16,0
19860479,45559,19,5,8993,5883,1027,1689,26550,170,1,76,1689292800,106,1,0.972205039,2,1834,472
19926278,516,0,0,157,244,39,30,43,1,0,14,1689811200,3,1,0.879515718,1,9,0
20045767,55,0,0,28,2,2,7,10,1,0,0,1691280000,1,1,0.912726657,1,0,1
20075641,9291,81,4,6061,662,349,1029,1072,32,0,34,1691971200,47,1,0.985308847,2,126,100
20126179,154,0,0,32,14,80,7,17,4,0,0,1693267200,1,1,0.958878241,2,0,2
20443259,4749,0,0,3839,98,28,606,175,2,0,5,1696896000,34,1,0.940646487,1,93,56
20663900,1,0,0,0,0,0,0,1,0,0,0,1702080000,1,1,0.934099552,1,1,0
20845197,4374,1,0,1886,426,28,257,1369,7,0,35,1704672000,35,1,0.816212476,1,200,75
20870271,4308,0,2,2671,423,162,486,534,19,1,33,1704931200,12,1,0.945418109,1,27,6
20916387,986,0,0,433,368,29,80,73,3,0,6,1705622400,2,1,0.878100517,1,12,0
20920002,5814,0,18,1929,771,281,494,1994,79,1,8,1705708800,26,1,0.957541906,2,45,19
21022495,53,0,0,35,0,0,9,9,0,0,10,1707955200,1,1,0.794920532,1,0,3
21032049,110,0,0,46,40,8,3,13,0,0,5,1708128000,3,1,0.871874312,1,2,8
21127490,64,0,0,52,2,0,6,4,0,0,1,1709251200,1,1,0.667515843,0,0,10
21130693,407,0,0,280,42,2,45,34,2,0,7,1709251200,3,1,0.922096562,1,2,4
21159475,6362,0,0,3281,1421,403,634,520,92,1,7,1709596800,11,1,0.856359839,1,77,7
21166470,73,0,0,29,3,30,2,8,1,0,0,1709683200,1,1,0.548992254,0,2,0
21190494,1174,0,0,961,13,6,188,5,1,0,99,1710115200,3,1,0.966694597,2,20,0
